站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
56959,20230831215528,23.5,1026.0,31,135,2.2,1.4,10147.3
56964,20230831215528,11.0,1005.6,46,331,13.5,0.4,10428.0
56966,20230831215528,33.3,1021.0,42,194,6.9,0.8,10198.5
56969,20230831215528,27.4,1008.7,5,219,6.9,0.1,10402.4
56977,20230831215528,1.0,1010.2,58,128,11.2,0.3,10090.3
56985,20230831215528,3.4,1006.1,34,9,9.5,0.6,10017.0
56986,20230831215528,34.7,1004.5,52,174,1.7,0.4,10430.4
56991,20230831215528,15.9,1021.2,25,335,3.4,0.8,10176.4
59007,20230831215528,34.1,1023.9,13,234,12.3,0.9,10400.0
58448,20230831215528,34.5,1003.0,12,235,11.4,0.0,10390.4
58450,20230831215528,14.0,1013.9,50,161,9.1,0.8,10251.0
58457,20230831215528,17.5,1016.9,76,299,12.1,0.7,10192.5
58464,20230831215528,34.8,1000.7,85,122,11.3,1.2,10469.9
58467,20230831215528,1.8,1013.9,65,307,3.1,1.1,10332.9
58472,20230831215528,21.5,1015.4,99,38,9.5,1.1,10242.2
58477,20230831215528,4.9,1013.9,67,17,4.4,1.4,10257.6
58543,20230831215528,14.2,1006.5,35,185,7.7,1.0,10056.3
58549,20230831215528,13.2,1023.5,69,330,3.9,0.0,10455.2
58553,20230831215528,21.9,1021.4,12,252,3.0,1.3,10353.7
58556,20230831215528,20.4,1006.9,31,163,10.8,0.9,10439.8
58557,20230831215528,3.0,1025.8,10,182,3.8,0.7,10003.7
58562,20230831215528,30.3,1011.3,39,201,13.8,0.3,10374.2
58569,20230831215528,30.2,1010.3,53,105,5.3,1.1,10378.3
58633,20230831215528,7.7,1004.6,9,29,13.5,1.1,10232.0
58646,20230831215528,2.9,1015.7,38,50,3.5,0.6,10254.9
58652,20230831215528,3.2,1006.8,24,225,1.3,1.0,10228.7
58665,20230831215528,17.9,1000.1,2,164,11.4,1.3,10184.7
58666,20230831215528,6.6,1008.5,19,205,4.7,1.1,10087.3
58667,20230831215528,3.9,1002.5,92,192,11.2,0.0,10463.0
58742,20230831215528,34.0,1008.6,60,316,7.1,1.1,10408.5
58752,20230831215528,25.0,1011.2,81,139,7.0,0.6,10107.5
58760,20230831215528,17.6,1017.1,65,306,11.4,1.4,10113.2
57348,20230831215528,17.1,1019.6,78,327,8.3,0.4,10131.0
57426,20230831215528,14.5,1022.3,68,78,12.4,0.6,10171.5
57432,20230831215528,31.7,1004.3,50,25,1.0,0.1,10099.0
57502,20230831215528,18.6,1022.2,52,219,5.9,0.7,10039.7
57512,20230831215528,17.6,1018.9,89,356,6.3,1.3,10156.0
57516,20230831215528,20.7,1003.8,68,56,3.6,1.4,10348.8
57517,20230831215528,18.0,1003.5,22,191,7.8,0.2,10256.0
57520,20230831215528,32.7,1002.7,25,205,1.9,1.5,10175.0
57523,20230831215528,8.4,1022.7,22,213,4.3,0.1,10300.0
57536,20230831215528,26.8,1017.9,30,305,6.9,0.8,10400.7
57612,20230831215528,24.0,1018.0,100,168,10.2,0.9,10187.2
57633,20230831215528,17.4,1000.1,80,103,14.3,0.3,10479.7
